2025-03-31 14:12:39 --- Archivo 2025-03-31 14.12.log creado con éxito en D:\Python\Proyecto Final Administradores de Bases de Datos\static\logs\2025-03-31 14.12.log
2025-03-31 14:12:40 --- [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2025-03-31 14:12:40 --- [33mPress CTRL+C to quit[0m
2025-03-31 14:12:40 ---  * Restarting with stat
2025-03-31 14:12:40 --- Archivo 2025-03-31 14.12.log creado con éxito en D:\Python\Proyecto Final Administradores de Bases de Datos\static\logs\2025-03-31 14.12.log
2025-03-31 14:12:40 ---  * Debugger is active!
2025-03-31 14:12:40 ---  * Debugger PIN: 434-994-662
2025-03-31 14:12:45 --- Se abrió la página Homepage desde: 127.0.0.1
2025-03-31 14:12:46 --- 127.0.0.1 - - [31/Mar/2025 14:12:46] "GET / HTTP/1.1" 200 -
2025-03-31 14:12:46 --- 127.0.0.1 - - [31/Mar/2025 14:12:46] "GET /static/styles/bootstrap.css HTTP/1.1" 200 -
2025-03-31 14:12:46 --- 127.0.0.1 - - [31/Mar/2025 14:12:46] "GET /static/styles/chow.css HTTP/1.1" 200 -
2025-03-31 14:12:46 --- 127.0.0.1 - - [31/Mar/2025 14:12:46] "GET /static/images/web/leche.jpg HTTP/1.1" 200 -
2025-03-31 14:12:46 --- 127.0.0.1 - - [31/Mar/2025 14:12:46] "GET /static/images/web/ventas.jpg HTTP/1.1" 200 -
2025-03-31 14:12:46 --- 127.0.0.1 - - [31/Mar/2025 14:12:46] "GET /static/styles/chow_cards.css HTTP/1.1" 200 -
2025-03-31 14:12:46 --- 127.0.0.1 - - [31/Mar/2025 14:12:46] "GET /static/js/popper.js HTTP/1.1" 200 -
2025-03-31 14:12:46 --- 127.0.0.1 - - [31/Mar/2025 14:12:46] "GET /static/images/web/contactanos.jpg HTTP/1.1" 200 -
2025-03-31 14:12:46 --- 127.0.0.1 - - [31/Mar/2025 14:12:46] "GET /static/js/bootstrap.js HTTP/1.1" 200 -
2025-03-31 14:12:49 --- 127.0.0.1 - - [31/Mar/2025 14:12:49] "GET /static/images/web/fincafond.jpg HTTP/1.1" 200 -
2025-03-31 14:12:49 --- 127.0.0.1 - - [31/Mar/2025 14:12:49] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
2025-03-31 14:18:56 --- 127.0.0.1 - - [31/Mar/2025 14:18:56] "GET /login HTTP/1.1" 200 -
2025-03-31 14:18:56 --- 127.0.0.1 - - [31/Mar/2025 14:18:56] "[36mGET /static/styles/bootstrap.css HTTP/1.1[0m" 304 -
2025-03-31 14:18:57 --- 127.0.0.1 - - [31/Mar/2025 14:18:57] "[36mGET /static/styles/chow.css HTTP/1.1[0m" 304 -
2025-03-31 14:18:57 --- 127.0.0.1 - - [31/Mar/2025 14:18:57] "[36mGET /static/js/popper.js HTTP/1.1[0m" 304 -
2025-03-31 14:18:57 --- 127.0.0.1 - - [31/Mar/2025 14:18:57] "[36mGET /static/js/bootstrap.js HTTP/1.1[0m" 304 -
2025-03-31 14:18:57 --- 127.0.0.1 - - [31/Mar/2025 14:18:57] "GET /static/images/web/google-login-color.png HTTP/1.1" 200 -
2025-03-31 14:18:57 --- 127.0.0.1 - - [31/Mar/2025 14:18:57] "GET /static/styles/chow_login.css HTTP/1.1" 200 -
2025-03-31 14:19:14 --- 127.0.0.1: milkmanagerbussiness@gmail.com ha iniciado sesión
2025-03-31 14:19:14 --- 127.0.0.1 - - [31/Mar/2025 14:19:14] "[32mPOST /login HTTP/1.1[0m" 302 -
2025-03-31 14:19:15 --- Se abrió la página Homepage desde: 127.0.0.1
2025-03-31 14:19:15 --- 127.0.0.1 - - [31/Mar/2025 14:19:15] "GET / HTTP/1.1" 200 -
2025-03-31 14:19:15 --- 127.0.0.1 - - [31/Mar/2025 14:19:15] "[36mGET /static/styles/bootstrap.css HTTP/1.1[0m" 304 -
2025-03-31 14:19:15 --- 127.0.0.1 - - [31/Mar/2025 14:19:15] "[36mGET /static/styles/chow_cards.css HTTP/1.1[0m" 304 -
2025-03-31 14:19:15 --- 127.0.0.1 - - [31/Mar/2025 14:19:15] "[36mGET /static/js/popper.js HTTP/1.1[0m" 304 -
2025-03-31 14:19:15 --- 127.0.0.1 - - [31/Mar/2025 14:19:15] "[36mGET /static/styles/chow.css HTTP/1.1[0m" 304 -
2025-03-31 14:19:15 --- 127.0.0.1 - - [31/Mar/2025 14:19:15] "[36mGET /static/images/web/leche.jpg HTTP/1.1[0m" 304 -
2025-03-31 14:19:15 --- 127.0.0.1 - - [31/Mar/2025 14:19:15] "GET /static/images/users/user_1.jpg HTTP/1.1" 200 -
2025-03-31 14:19:15 --- 127.0.0.1 - - [31/Mar/2025 14:19:15] "[36mGET /static/images/web/ventas.jpg HTTP/1.1[0m" 304 -
2025-03-31 14:19:15 --- 127.0.0.1 - - [31/Mar/2025 14:19:15] "[36mGET /static/images/web/contactanos.jpg HTTP/1.1[0m" 304 -
2025-03-31 14:19:15 --- 127.0.0.1 - - [31/Mar/2025 14:19:15] "[36mGET /static/js/bootstrap.js HTTP/1.1[0m" 304 -
2025-03-31 14:19:18 --- Se abrió la página de las órdenes desde: 127.0.0.1
2025-03-31 14:19:18 --- 127.0.0.1 - - [31/Mar/2025 14:19:18] "GET /orders HTTP/1.1" 200 -
2025-03-31 14:19:18 --- 127.0.0.1 - - [31/Mar/2025 14:19:18] "[36mGET /static/styles/bootstrap.css HTTP/1.1[0m" 304 -
2025-03-31 14:19:18 --- 127.0.0.1 - - [31/Mar/2025 14:19:18] "[36mGET /static/images/users/user_1.jpg HTTP/1.1[0m" 304 -
2025-03-31 14:19:18 --- 127.0.0.1 - - [31/Mar/2025 14:19:18] "[36mGET /static/styles/chow.css HTTP/1.1[0m" 304 -
2025-03-31 14:19:18 --- 127.0.0.1 - - [31/Mar/2025 14:19:18] "[36mGET /static/js/popper.js HTTP/1.1[0m" 304 -
2025-03-31 14:19:18 --- 127.0.0.1 - - [31/Mar/2025 14:19:18] "[36mGET /static/js/bootstrap.js HTTP/1.1[0m" 304 -
2025-03-31 14:19:18 --- 127.0.0.1 - - [31/Mar/2025 14:19:18] "GET /static/styles/chow_orders.css HTTP/1.1" 200 -
2025-03-31 14:25:59 --- Se abrió la página de las órdenes desde: 127.0.0.1
2025-03-31 14:25:59 --- 127.0.0.1 - - [31/Mar/2025 14:25:59] "GET /orders HTTP/1.1" 200 -
2025-03-31 14:25:59 --- 127.0.0.1 - - [31/Mar/2025 14:25:59] "[36mGET /static/styles/bootstrap.css HTTP/1.1[0m" 304 -
2025-03-31 14:25:59 --- 127.0.0.1 - - [31/Mar/2025 14:25:59] "[36mGET /static/styles/chow_orders.css HTTP/1.1[0m" 304 -
2025-03-31 14:25:59 --- 127.0.0.1 - - [31/Mar/2025 14:25:59] "[36mGET /static/styles/chow.css HTTP/1.1[0m" 304 -
2025-03-31 14:25:59 --- 127.0.0.1 - - [31/Mar/2025 14:25:59] "[36mGET /static/images/users/user_1.jpg HTTP/1.1[0m" 304 -
2025-03-31 14:25:59 --- 127.0.0.1 - - [31/Mar/2025 14:25:59] "[36mGET /static/js/popper.js HTTP/1.1[0m" 304 -
2025-03-31 14:25:59 --- 127.0.0.1 - - [31/Mar/2025 14:25:59] "[36mGET /static/js/bootstrap.js HTTP/1.1[0m" 304 -
2025-03-31 14:25:59 --- 127.0.0.1 - - [31/Mar/2025 14:25:59] "[36mGET /static/images/web/fincafond.jpg HTTP/1.1[0m" 304 -
2025-03-31 14:26:40 --- Se abrió la página de las órdenes desde: 127.0.0.1
2025-03-31 14:26:40 --- 127.0.0.1 - - [31/Mar/2025 14:26:40] "GET /orders HTTP/1.1" 200 -
2025-03-31 14:26:41 --- 127.0.0.1 - - [31/Mar/2025 14:26:41] "[36mGET /static/styles/chow_orders.css HTTP/1.1[0m" 304 -
